ESTADO_DATO;TERRITORIO;FORMA_JUR_SOCMER;TEMPORAL;INDICATOR;OBS_VALUE;FREQ;CNAE09;SEXO_SOCIOS
A;ES612;_Z;2013;SOC_CONST;433.0;A;7716;_Z
A;ES612;_Z;2013;SOC_CONST;433.0;A;7859;_Z
A;ES612;_Z;2013;SOC_CONST;144.0;A;6963;_Z
A;ES612;_Z;2013;SOC_CONST;144.0;A;7888;_Z
A;ES612;_Z;2013;SOC_CONST;51.0;A;7889;_Z
A;ES612;_Z;2013;SOC_CONST;51.0;A;7958;_Z
A;ES612;_Z;2013;SOC_CONST;33.0;A;303235;_Z
A;ES612;_Z;2013;SOC_CONST;33.0;A;8031;_Z
A;ES612;_Z;2013;SOC_CONST;33.0;A;8032;_Z
A;ES612;_Z;2013;SOC_CONST;33.0;A;8080;_Z
A;ES612;_Z;2013;SOC_CONST;121.0;A;8256;_Z
A;ES612;_Z;2013;SOC_CONST;121.0;A;8094;_Z
A;ES612;_Z;2013;SOC_CONST;161.0;A;303236;_Z
A;ES612;_Z;2013;SOC_CONST;161.0;A;8165;_Z
A;ES612;_Z;2013;SOC_CONST;47.0;A;8346;_Z
A;ES612;_Z;2013;SOC_CONST;47.0;A;8255;_Z
A;ES612;_Z;2013;SOC_CONST;125.0;A;8451;_Z
A;ES612;_Z;2013;SOC_CONST;1.0;A;8275;_Z
A;ES612;_Z;2013;SOC_CONST;32.0;A;8303;_Z
A;ES612;_Z;2013;SOC_CONST;37.0;A;8345;_Z
A;ES612;_Z;2013;SOC_CONST;42.0;A;8385;_Z
A;ES612;_Z;2013;SOC_CONST;13.0;A;8426;_Z
A;ES612;_Z;2012;SOC_CONST;1411.0;A;6949;_Z
A;ES612;_Z;2012;SOC_CONST;35.0;A;6981;_Z
A;ES612;_Z;2012;SOC_CONST;35.0;A;7056;_Z
A;ES612;_Z;2012;SOC_CONST;103.0;A;7058;_Z
A;ES612;_Z;2012;SOC_CONST;3.0;A;7109;_Z
A;ES612;_Z;2012;SOC_CONST;90.0;A;7605;_Z
A;ES612;_Z;2012;SOC_CONST;3.0;A;7627;_Z
A;ES612;_Z;2012;SOC_CONST;7.0;A;7661;_Z
A;ES612;_Z;2012;SOC_CONST;179.0;A;7663;_Z
A;ES612;_Z;2012;SOC_CONST;179.0;A;7714;_Z
A;ES612;_Z;2012;SOC_CONST;321.0;A;7716;_Z
A;ES612;_Z;2012;SOC_CONST;321.0;A;7859;_Z
A;ES612;_Z;2012;SOC_CONST;131.0;A;6963;_Z
A;ES612;_Z;2012;SOC_CONST;131.0;A;7888;_Z
A;ES612;_Z;2012;SOC_CONST;56.0;A;7889;_Z
A;ES612;_Z;2012;SOC_CONST;56.0;A;7958;_Z
A;ES612;_Z;2012;SOC_CONST;42.0;A;303235;_Z
A;ES612;_Z;2012;SOC_CONST;42.0;A;8031;_Z
A;ES612;_Z;2012;SOC_CONST;25.0;A;8032;_Z
A;ES612;_Z;2012;SOC_CONST;25.0;A;8080;_Z
A;ES612;_Z;2012;SOC_CONST;173.0;A;8256;_Z
A;ES612;_Z;2012;SOC_CONST;173.0;A;8094;_Z
A;ES612;_Z;2012;SOC_CONST;145.0;A;303236;_Z
A;ES612;_Z;2012;SOC_CONST;145.0;A;8165;_Z
A;ES612;_Z;2012;SOC_CONST;50.0;A;8346;_Z
A;ES612;_Z;2012;SOC_CONST;50.0;A;8255;_Z
A;ES612;_Z;2012;SOC_CONST;151.0;A;8451;_Z
A;ES612;_Z;2012;SOC_CONST;34.0;A;8303;_Z
A;ES612;_Z;2012;SOC_CONST;51.0;A;8345;_Z
A;ES612;_Z;2012;SOC_CONST;47.0;A;8385;_Z
A;ES612;_Z;2012;SOC_CONST;18.0;A;8426;_Z
A;ES612;_Z;2012;SOC_CONST;1.0;A;8452;_Z
A;ES612;_Z;2011;SOC_CONST;1406.0;A;6949;_Z
A;ES612;_Z;2011;SOC_CONST;37.0;A;6981;_Z
A;ES612;_Z;2011;SOC_CONST;37.0;A;7056;_Z
A;ES612;_Z;2011;SOC_CONST;104.0;A;7058;_Z
A;ES612;_Z;2011;SOC_CONST;3.0;A;7109;_Z
A;ES612;_Z;2011;SOC_CONST;84.0;A;7605;_Z
A;ES612;_Z;2011;SOC_CONST;9.0;A;7627;_Z
A;ES612;_Z;2011;SOC_CONST;8.0;A;7661;_Z
A;ES612;_Z;2011;SOC_CONST;197.0;A;7663;_Z
A;ES612;_Z;2011;SOC_CONST;197.0;A;7714;_Z
A;ES612;_Z;2011;SOC_CONST;300.0;A;7716;_Z
A;ES612;_Z;2011;SOC_CONST;300.0;A;7859;_Z
A;ES612;_Z;2011;SOC_CONST;165.0;A;6963;_Z
A;ES612;_Z;2011;SOC_CONST;165.0;A;7888;_Z
A;ES612;_Z;2011;SOC_CONST;40.0;A;7889;_Z
A;ES612;_Z;2011;SOC_CONST;40.0;A;7958;_Z
A;ES612;_Z;2011;SOC_CONST;47.0;A;303235;_Z
A;ES612;_Z;2011;SOC_CONST;47.0;A;8031;_Z
A;ES612;_Z;2011;SOC_CONST;18.0;A;8032;_Z
A;ES612;_Z;2011;SOC_CONST;18.0;A;8080;_Z
A;ES612;_Z;2011;SOC_CONST;142.0;A;8256;_Z
A;ES612;_Z;2011;SOC_CONST;142.0;A;8094;_Z
A;ES612;_Z;2011;SOC_CONST;171.0;A;303236;_Z
A;ES612;_Z;2011;SOC_CONST;171.0;A;8165;_Z
A;ES612;_Z;2011;SOC_CONST;47.0;A;8346;_Z
A;ES612;_Z;2011;SOC_CONST;47.0;A;8255;_Z
A;ES612;_Z;2011;SOC_CONST;138.0;A;8451;_Z
A;ES612;_Z;2011;SOC_CONST;27.0;A;8303;_Z
A;ES612;_Z;2011;SOC_CONST;48.0;A;8345;_Z
A;ES612;_Z;2011;SOC_CONST;42.0;A;8385;_Z
A;ES612;_Z;2011;SOC_CONST;19.0;A;8426;_Z
A;ES612;_Z;2011;SOC_CONST;1.0;A;8442;_Z
A;ES612;_Z;2011;SOC_CONST;1.0;A;8452;_Z
A;ES612;_Z;2010;SOC_CONST;1289.0;A;6949;_Z
A;ES612;_Z;2010;SOC_CONST;42.0;A;6981;_Z
A;ES612;_Z;2010;SOC_CONST;42.0;A;7056;_Z
A;ES612;_Z;2010;SOC_CONST;132.0;A;7058;_Z
A;ES612;_Z;2010;SOC_CONST;2.0;A;7109;_Z
A;ES612;_Z;2010;SOC_CONST;100.0;A;7605;_Z
A;ES612;_Z;2010;SOC_CONST;23.0;A;7627;_Z
A;ES612;_Z;2010;SOC_CONST;7.0;A;7661;_Z
A;ES612;_Z;2010;SOC_CONST;213.0;A;7663;_Z
A;ES612;_Z;2010;SOC_CONST;213.0;A;7714;_Z
A;ES612;_Z;2010;SOC_CONST;255.0;A;7716;_Z
A;ES612;_Z;2010;SOC_CONST;255.0;A;7859;_Z
A;ES612;_Z;2010;SOC_CONST;135.0;A;6963;_Z
A;ES612;_Z;2010;SOC_CONST;135.0;A;7888;_Z
A;ES612;_Z;2010;SOC_CONST;53.0;A;7889;_Z
A;ES612;_Z;2010;SOC_CONST;53.0;A;7958;_Z
A;ES612;_Z;2010;SOC_CONST;37.0;A;303235;_Z
A;ES612;_Z;2010;SOC_CONST;37.0;A;8031;_Z
A;ES612;_Z;2010;SOC_CONST;19.0;A;8032;_Z
A;ES612;_Z;2010;SOC_CONST;19.0;A;8080;_Z
A;ES612;_Z;2010;SOC_CONST;101.0;A;8256;_Z
A;ES612;_Z;2010;SOC_CONST;101.0;A;8094;_Z
A;ES612;_Z;2010;SOC_CONST;120.0;A;303236;_Z
A;ES612;_Z;2010;SOC_CONST;120.0;A;8165;_Z
A;ES612;_Z;2010;SOC_CONST;55.0;A;8346;_Z
A;ES612;_Z;2010;SOC_CONST;55.0;A;8255;_Z
A;ES612;_Z;2010;SOC_CONST;127.0;A;8451;_Z
A;ES612;_Z;2010;SOC_CONST;1.0;A;8275;_Z
A;ES612;_Z;2010;SOC_CONST;24.0;A;8303;_Z
A;ES612;_Z;2010;SOC_CONST;43.0;A;8345;_Z
A;ES612;_Z;2010;SOC_CONST;36.0;A;8385;_Z
A;ES612;_Z;2010;SOC_CONST;22.0;A;8426;_Z
A;ES612;_Z;2010;SOC_CONST;1.0;A;8452;_Z
A;ES612;_Z;2009;SOC_CONST;1261.0;A;6949;_Z
A;ES612;_Z;2009;SOC_CONST;31.0;A;6981;_Z
A;ES612;_Z;2009;SOC_CONST;31.0;A;7056;_Z
A;ES612;_Z;2009;SOC_CONST;99.0;A;7058;_Z
A;ES612;_Z;2009;SOC_CONST;3.0;A;7109;_Z
A;ES612;_Z;2009;SOC_CONST;84.0;A;7605;_Z
A;ES612;_Z;2009;SOC_CONST;10.0;A;7627;_Z
A;ES612;_Z;2009;SOC_CONST;2.0;A;7661;_Z
A;ES612;_Z;2009;SOC_CONST;208.0;A;7663;_Z
A;ES612;_Z;2009;SOC_CONST;208.0;A;7714;_Z
A;ES612;_Z;2009;SOC_CONST;245.0;A;7716;_Z
A;ES612;_Z;2009;SOC_CONST;245.0;A;7859;_Z
A;ES612;_Z;2009;SOC_CONST;108.0;A;6963;_Z
A;ES612;_Z;2009;SOC_CONST;108.0;A;7888;_Z
A;ES612;_Z;2009;SOC_CONST;39.0;A;7889;_Z
A;ES612;_Z;2009;SOC_CONST;39.0;A;7958;_Z
A;ES612;_Z;2009;SOC_CONST;31.0;A;303235;_Z
A;ES612;_Z;2009;SOC_CONST;31.0;A;8031;_Z
A;ES612;_Z;2009;SOC_CONST;10.0;A;8032;_Z
A;ES612;_Z;2009;SOC_CONST;10.0;A;8080;_Z
A;ES612;_Z;2009;SOC_CONST;134.0;A;8256;_Z
A;ES612;_Z;2009;SOC_CONST;134.0;A;8094;_Z
A;ES612;_Z;2009;SOC_CONST;147.0;A;303236;_Z
A;ES612;_Z;2009;SOC_CONST;147.0;A;8165;_Z
A;ES612;_Z;2009;SOC_CONST;54.0;A;8346;_Z
A;ES612;_Z;2009;SOC_CONST;54.0;A;8255;_Z
A;ES612;_Z;2009;SOC_CONST;155.0;A;8451;_Z
A;ES612;_Z;2009;SOC_CONST;34.0;A;8303;_Z
A;ES612;_Z;2009;SOC_CONST;58.0;A;8345;_Z
A;ES612;_Z;2009;SOC_CONST;43.0;A;8385;_Z
A;ES612;_Z;2009;SOC_CONST;19.0;A;8426;_Z
A;ES612;_Z;2009;SOC_CONST;1.0;A;8452;_Z
A;2353;_Z;2019;SOC_CONST;6.0;A;6949;_Z
A;2353;_Z;2019;SOC_CONST;3.0;A;7716;_Z
A;2353;_Z;2019;SOC_CONST;3.0;A;7859;_Z
A;2353;_Z;2019;SOC_CONST;1.0;A;6963;_Z
A;2353;_Z;2019;SOC_CONST;1.0;A;7888;_Z
A;2353;_Z;2019;SOC_CONST;1.0;A;303235;_Z
A;2353;_Z;2019;SOC_CONST;1.0;A;8031;_Z
A;2353;_Z;2019;SOC_CONST;1.0;A;8451;_Z
A;2353;_Z;2019;SOC_CONST;1.0;A;8303;_Z
A;2353;_Z;2018;SOC_CONST;3.0;A;6949;_Z
A;2353;_Z;2018;SOC_CONST;1.0;A;7058;_Z
A;2353;_Z;2018;SOC_CONST;1.0;A;7605;_Z
A;2353;_Z;2018;SOC_CONST;2.0;A;7663;_Z
A;2353;_Z;2018;SOC_CONST;2.0;A;7714;_Z
A;2353;_Z;2017;SOC_CONST;7.0;A;6949;_Z
A;2353;_Z;2017;SOC_CONST;4.0;A;7716;_Z
A;2353;_Z;2017;SOC_CONST;4.0;A;7859;_Z
A;2353;_Z;2017;SOC_CONST;1.0;A;6963;_Z
A;2353;_Z;2017;SOC_CONST;1.0;A;7888;_Z
A;2353;_Z;2017;SOC_CONST;2.0;A;8256;_Z
A;2353;_Z;2017;SOC_CONST;2.0;A;8094;_Z
A;2353;_Z;2016;SOC_CONST;3.0;A;6949;_Z
A;2353;_Z;2016;SOC_CONST;1.0;A;7058;_Z
A;2353;_Z;2016;SOC_CONST;1.0;A;7605;_Z
A;2353;_Z;2016;SOC_CONST;1.0;A;7716;_Z
A;2353;_Z;2016;SOC_CONST;1.0;A;7859;_Z
A;2353;_Z;2016;SOC_CONST;1.0;A;8451;_Z
A;2353;_Z;2016;SOC_CONST;1.0;A;8345;_Z
A;2353;_Z;2015;SOC_CONST;5.0;A;6949;_Z
A;2353;_Z;2015;SOC_CONST;2.0;A;7663;_Z
A;2353;_Z;2015;SOC_CONST;2.0;A;7714;_Z
A;2353;_Z;2015;SOC_CONST;1.0;A;7716;_Z
A;2353;_Z;2015;SOC_CONST;1.0;A;7859;_Z
A;2353;_Z;2015;SOC_CONST;1.0;A;6963;_Z
A;2353;_Z;2015;SOC_CONST;1.0;A;7888;_Z
A;2353;_Z;2015;SOC_CONST;1.0;A;8451;_Z
A;2353;_Z;2015;SOC_CONST;1.0;A;8385;_Z
A;2353;_Z;2014;SOC_CONST;4.0;A;6949;_Z
A;2353;_Z;2014;SOC_CONST;2.0;A;7058;_Z
A;2353;_Z;2014;SOC_CONST;2.0;A;7605;_Z
A;2353;_Z;2014;SOC_CONST;1.0;A;7716;_Z
A;2353;_Z;2014;SOC_CONST;1.0;A;7859;_Z
A;2353;_Z;2014;SOC_CONST;1.0;A;303236;_Z
A;2353;_Z;2014;SOC_CONST;1.0;A;8165;_Z
A;2353;_Z;2013;SOC_CONST;3.0;A;6949;_Z
A;2353;_Z;2013;SOC_CONST;1.0;A;7058;_Z
A;2353;_Z;2013;SOC_CONST;1.0;A;7605;_Z
A;2353;_Z;2013;SOC_CONST;1.0;A;7716;_Z
A;2353;_Z;2013;SOC_CONST;1.0;A;7859;_Z
A;2353;_Z;2013;SOC_CONST;1.0;A;303235;_Z
A;2353;_Z;2013;SOC_CONST;1.0;A;8031;_Z
A;2353;_Z;2011;SOC_CONST;7.0;A;6949;_Z
A;2353;_Z;2011;SOC_CONST;3.0;A;6981;_Z
A;2353;_Z;2011;SOC_CONST;3.0;A;7056;_Z
A;2353;_Z;2011;SOC_CONST;1.0;A;7058;_Z
A;2353;_Z;2011;SOC_CONST;1.0;A;7605;_Z
A;2353;_Z;2011;SOC_CONST;1.0;A;7716;_Z
A;2353;_Z;2011;SOC_CONST;1.0;A;7859;_Z
A;2353;_Z;2011;SOC_CONST;1.0;A;6963;_Z
A;2353;_Z;2011;SOC_CONST;1.0;A;7888;_Z
A;2353;_Z;2011;SOC_CONST;1.0;A;303236;_Z
A;2353;_Z;2011;SOC_CONST;1.0;A;8165;_Z
A;2353;_Z;2010;SOC_CONST;1.0;A;6949;_Z
A;2353;_Z;2010;SOC_CONST;1.0;A;7716;_Z
A;2353;_Z;2010;SOC_CONST;1.0;A;7859;_Z
A;2353;_Z;2009;SOC_CONST;4.0;A;6949;_Z
A;2353;_Z;2009;SOC_CONST;1.0;A;6981;_Z
A;2353;_Z;2009;SOC_CONST;1.0;A;7056;_Z
A;2353;_Z;2009;SOC_CONST;1.0;A;7663;_Z
A;2353;_Z;2009;SOC_CONST;1.0;A;7714;_Z
A;2353;_Z;2009;SOC_CONST;1.0;A;6963;_Z
A;2353;_Z;2009;SOC_CONST;1.0;A;7888;_Z
A;2353;_Z;2009;SOC_CONST;1.0;A;303236;_Z
A;2353;_Z;2009;SOC_CONST;1.0;A;8165;_Z
A;2354;_Z;2020;SOC_CONST;2.0;A;6949;_Z
A;2354;_Z;2020;SOC_CONST;1.0;A;7663;_Z
A;2354;_Z;2020;SOC_CONST;1.0;A;7714;_Z
A;2354;_Z;2020;SOC_CONST;1.0;A;8256;_Z
A;2354;_Z;2020;SOC_CONST;1.0;A;8094;_Z
A;2354;_Z;2018;SOC_CONST;3.0;A;6949;_Z
A;2354;_Z;2018;SOC_CONST;1.0;A;7663;_Z
A;2354;_Z;2018;SOC_CONST;1.0;A;7714;_Z
A;2354;_Z;2018;SOC_CONST;1.0;A;7716;_Z
A;2354;_Z;2018;SOC_CONST;1.0;A;7859;_Z
A;2354;_Z;2018;SOC_CONST;1.0;A;8451;_Z
A;2354;_Z;2018;SOC_CONST;1.0;A;8385;_Z
A;2354;_Z;2017;SOC_CONST;3.0;A;6949;_Z
A;2354;_Z;2017;SOC_CONST;1.0;A;7663;_Z
A;2354;_Z;2017;SOC_CONST;1.0;A;7714;_Z
A;2354;_Z;2017;SOC_CONST;1.0;A;7716;_Z
A;2354;_Z;2017;SOC_CONST;1.0;A;7859;_Z
A;2354;_Z;2017;SOC_CONST;1.0;A;8032;_Z
A;2354;_Z;2017;SOC_CONST;1.0;A;8080;_Z
A;2354;_Z;2016;SOC_CONST;1.0;A;6949;_Z
A;2354;_Z;2016;SOC_CONST;1.0;A;6981;_Z
A;2354;_Z;2016;SOC_CONST;1.0;A;7056;_Z
A;2354;_Z;2015;SOC_CONST;4.0;A;6949;_Z
A;2354;_Z;2015;SOC_CONST;1.0;A;7663;_Z
A;2354;_Z;2015;SOC_CONST;1.0;A;7714;_Z
A;2354;_Z;2015;SOC_CONST;1.0;A;7716;_Z
A;2354;_Z;2015;SOC_CONST;1.0;A;7859;_Z
A;2354;_Z;2015;SOC_CONST;1.0;A;8346;_Z
A;2354;_Z;2015;SOC_CONST;1.0;A;8255;_Z
A;2354;_Z;2015;SOC_CONST;1.0;A;8451;_Z
A;2354;_Z;2015;SOC_CONST;1.0;A;8385;_Z
A;2354;_Z;2014;SOC_CONST;2.0;A;6949;_Z
A;2354;_Z;2014;SOC_CONST;1.0;A;7058;_Z
A;2354;_Z;2014;SOC_CONST;1.0;A;7605;_Z
A;2354;_Z;2014;SOC_CONST;1.0;A;6963;_Z
A;2354;_Z;2014;SOC_CONST;1.0;A;7888;_Z
A;2354;_Z;2013;SOC_CONST;3.0;A;6949;_Z
A;2354;_Z;2013;SOC_CONST;2.0;A;7716;_Z
A;2354;_Z;2013;SOC_CONST;2.0;A;7859;_Z
A;2354;_Z;2013;SOC_CONST;1.0;A;303235;_Z
A;2354;_Z;2013;SOC_CONST;1.0;A;8031;_Z
A;2354;_Z;2012;SOC_CONST;3.0;A;6949;_Z
A;2354;_Z;2012;SOC_CONST;1.0;A;7058;_Z
A;2354;_Z;2012;SOC_CONST;1.0;A;7605;_Z
A;2354;_Z;2012;SOC_CONST;1.0;A;7663;_Z
A;2354;_Z;2012;SOC_CONST;1.0;A;7714;_Z
A;2354;_Z;2012;SOC_CONST;1.0;A;8451;_Z
A;2354;_Z;2012;SOC_CONST;1.0;A;8426;_Z
A;2354;_Z;2011;SOC_CONST;3.0;A;6949;_Z
A;2354;_Z;2011;SOC_CONST;1.0;A;7663;_Z
A;2354;_Z;2011;SOC_CONST;1.0;A;7714;_Z
A;2354;_Z;2011;SOC_CONST;1.0;A;7716;_Z
A;2354;_Z;2011;SOC_CONST;1.0;A;7859;_Z
A;2354;_Z;2011;SOC_CONST;1.0;A;8346;_Z
A;2354;_Z;2011;SOC_CONST;1.0;A;8255;_Z
A;2354;_Z;2010;SOC_CONST;2.0;A;6949;_Z
A;2354;_Z;2010;SOC_CONST;1.0;A;7716;_Z
A;2354;_Z;2010;SOC_CONST;1.0;A;7859;_Z
A;2354;_Z;2010;SOC_CONST;1.0;A;303236;_Z
A;2354;_Z;2010;SOC_CONST;1.0;A;8165;_Z
A;2354;_Z;2009;SOC_CONST;2.0;A;6949;_Z
A;2354;_Z;2009;SOC_CONST;1.0;A;7663;_Z
A;2354;_Z;2009;SOC_CONST;1.0;A;7714;_Z
A;2354;_Z;2009;SOC_CONST;1.0;A;303235;_Z
A;2354;_Z;2009;SOC_CONST;1.0;A;8031;_Z
A;2355;_Z;2020;SOC_CONST;2.0;A;6949;_Z
A;2355;_Z;2020;SOC_CONST;2.0;A;7663;_Z
A;2355;_Z;2020;SOC_CONST;2.0;A;7714;_Z
A;2355;_Z;2019;SOC_CONST;1.0;A;6949;_Z
A;2355;_Z;2019;SOC_CONST;1.0;A;7663;_Z
A;2355;_Z;2019;SOC_CONST;1.0;A;7714;_Z
A;2355;_Z;2017;SOC_CONST;1.0;A;6949;_Z
A;2355;_Z;2017;SOC_CONST;1.0;A;7716;_Z
A;2355;_Z;2017;SOC_CONST;1.0;A;7859;_Z
A;2355;_Z;2014;SOC_CONST;2.0;A;6949;_Z
A;2355;_Z;2014;SOC_CONST;1.0;A;7716;_Z
A;2355;_Z;2014;SOC_CONST;1.0;A;7859;_Z
A;2355;_Z;2014;SOC_CONST;1.0;A;6963;_Z
A;2355;_Z;2014;SOC_CONST;1.0;A;7888;_Z
A;2355;_Z;2013;SOC_CONST;1.0;A;6949;_Z
A;2355;_Z;2013;SOC_CONST;1.0;A;7716;_Z
A;2355;_Z;2013;SOC_CONST;1.0;A;7859;_Z
A;2355;_Z;2012;SOC_CONST;1.0;A;6949;_Z
A;2355;_Z;2012;SOC_CONST;1.0;A;7663;_Z
A;2355;_Z;2012;SOC_CONST;1.0;A;7714;_Z
A;2355;_Z;2010;SOC_CONST;1.0;A;6949;_Z
A;2355;_Z;2010;SOC_CONST;1.0;A;7716;_Z
A;2355;_Z;2010;SOC_CONST;1.0;A;7859;_Z
A;2356;_Z;2020;SOC_CONST;105.0;A;6949;_Z
A;2356;_Z;2020;SOC_CONST;2.0;A;6981;_Z
A;2356;_Z;2020;SOC_CONST;2.0;A;7056;_Z
A;2356;_Z;2020;SOC_CONST;3.0;A;7058;_Z
A;2356;_Z;2020;SOC_CONST;3.0;A;7605;_Z
A;2356;_Z;2020;SOC_CONST;10.0;A;7663;_Z
A;2356;_Z;2020;SOC_CONST;10.0;A;7714;_Z
A;2356;_Z;2020;SOC_CONST;29.0;A;7716;_Z
A;2356;_Z;2020;SOC_CONST;29.0;A;7859;_Z
A;2356;_Z;2020;SOC_CONST;9.0;A;6963;_Z
A;2356;_Z;2020;SOC_CONST;9.0;A;7888;_Z
A;2356;_Z;2020;SOC_CONST;11.0;A;7889;_Z
A;2356;_Z;2020;SOC_CONST;11.0;A;7958;_Z
A;2356;_Z;2020;SOC_CONST;4.0;A;8032;_Z
A;2356;_Z;2020;SOC_CONST;4.0;A;8080;_Z
A;2356;_Z;2020;SOC_CONST;13.0;A;8256;_Z
A;2356;_Z;2020;SOC_CONST;13.0;A;8094;_Z
A;2356;_Z;2020;SOC_CONST;9.0;A;303236;_Z
A;2356;_Z;2020;SOC_CONST;9.0;A;8165;_Z
A;2356;_Z;2020;SOC_CONST;6.0;A;8346;_Z
A;2356;_Z;2020;SOC_CONST;6.0;A;8255;_Z
A;2356;_Z;2020;SOC_CONST;9.0;A;8451;_Z
A;2356;_Z;2020;SOC_CONST;1.0;A;8303;_Z
A;2356;_Z;2020;SOC_CONST;3.0;A;8345;_Z
A;2356;_Z;2020;SOC_CONST;3.0;A;8385;_Z
A;2356;_Z;2020;SOC_CONST;2.0;A;8426;_Z
A;2356;_Z;2019;SOC_CONST;130.0;A;6949;_Z
A;2356;_Z;2019;SOC_CONST;9.0;A;7058;_Z
A;2356;_Z;2019;SOC_CONST;8.0;A;7605;_Z
A;2356;_Z;2019;SOC_CONST;1.0;A;7627;_Z
A;2356;_Z;2019;SOC_CONST;12.0;A;7663;_Z
A;2356;_Z;2019;SOC_CONST;12.0;A;7714;_Z
A;2356;_Z;2019;SOC_CONST;40.0;A;7716;_Z
A;2356;_Z;2019;SOC_CONST;40.0;A;7859;_Z
A;2356;_Z;2019;SOC_CONST;13.0;A;6963;_Z
A;2356;_Z;2019;SOC_CONST;13.0;A;7888;_Z
A;2356;_Z;2019;SOC_CONST;11.0;A;7889;_Z
A;2356;_Z;2019;SOC_CONST;11.0;A;7958;_Z
A;2356;_Z;2019;SOC_CONST;1.0;A;303235;_Z
A;2356;_Z;2019;SOC_CONST;1.0;A;8031;_Z
A;2356;_Z;2019;SOC_CONST;2.0;A;8032;_Z
A;2356;_Z;2019;SOC_CONST;2.0;A;8080;_Z
A;2356;_Z;2019;SOC_CONST;11.0;A;8256;_Z
A;2356;_Z;2019;SOC_CONST;11.0;A;8094;_Z
A;2356;_Z;2019;SOC_CONST;8.0;A;303236;_Z
A;2356;_Z;2019;SOC_CONST;8.0;A;8165;_Z
A;2356;_Z;2019;SOC_CONST;8.0;A;8346;_Z
A;2356;_Z;2019;SOC_CONST;8.0;A;8255;_Z
A;2356;_Z;2019;SOC_CONST;15.0;A;8451;_Z
A;2356;_Z;2019;SOC_CONST;2.0;A;8303;_Z
A;2356;_Z;2019;SOC_CONST;5.0;A;8345;_Z
A;2356;_Z;2019;SOC_CONST;4.0;A;8385;_Z
A;2356;_Z;2019;SOC_CONST;4.0;A;8426;_Z
A;2356;_Z;2018;SOC_CONST;147.0;A;6949;_Z
A;2356;_Z;2018;SOC_CONST;8.0;A;7058;_Z
A;2356;_Z;2018;SOC_CONST;8.0;A;7605;_Z
A;2356;_Z;2018;SOC_CONST;13.0;A;7663;_Z
A;2356;_Z;2018;SOC_CONST;13.0;A;7714;_Z
A;2356;_Z;2018;SOC_CONST;39.0;A;7716;_Z
A;2356;_Z;2018;SOC_CONST;39.0;A;7859;_Z
A;2356;_Z;2018;SOC_CONST;19.0;A;6963;_Z
A;2356;_Z;2018;SOC_CONST;19.0;A;7888;_Z
A;2356;_Z;2018;SOC_CONST;16.0;A;7889;_Z
A;2356;_Z;2018;SOC_CONST;16.0;A;7958;_Z
A;2356;_Z;2018;SOC_CONST;1.0;A;303235;_Z
A;2356;_Z;2018;SOC_CONST;1.0;A;8031;_Z
A;2356;_Z;2018;SOC_CONST;1.0;A;8032;_Z
A;2356;_Z;2018;SOC_CONST;1.0;A;8080;_Z
A;2356;_Z;2018;SOC_CONST;17.0;A;8256;_Z
A;2356;_Z;2018;SOC_CONST;17.0;A;8094;_Z
A;2356;_Z;2018;SOC_CONST;10.0;A;303236;_Z
A;2356;_Z;2018;SOC_CONST;10.0;A;8165;_Z
A;2356;_Z;2018;SOC_CONST;6.0;A;8346;_Z
A;2356;_Z;2018;SOC_CONST;6.0;A;8255;_Z
A;2356;_Z;2018;SOC_CONST;17.0;A;8451;_Z
A;2356;_Z;2018;SOC_CONST;1.0;A;8303;_Z
A;2356;_Z;2018;SOC_CONST;5.0;A;8345;_Z
A;2356;_Z;2018;SOC_CONST;6.0;A;8385;_Z
A;2356;_Z;2018;SOC_CONST;5.0;A;8426;_Z
A;2356;_Z;2017;SOC_CONST;137.0;A;6949;_Z
A;2356;_Z;2017;SOC_CONST;1.0;A;6981;_Z
A;2356;_Z;2017;SOC_CONST;1.0;A;7056;_Z
A;2356;_Z;2017;SOC_CONST;7.0;A;7058;_Z
A;2356;_Z;2017;SOC_CONST;7.0;A;7605;_Z
A;2356;_Z;2017;SOC_CONST;19.0;A;7663;_Z
A;2356;_Z;2017;SOC_CONST;19.0;A;7714;_Z
A;2356;_Z;2017;SOC_CONST;41.0;A;7716;_Z
A;2356;_Z;2017;SOC_CONST;41.0;A;7859;_Z
A;2356;_Z;2017;SOC_CONST;26.0;A;6963;_Z
A;2356;_Z;2017;SOC_CONST;26.0;A;7888;_Z
A;2356;_Z;2017;SOC_CONST;6.0;A;7889;_Z
A;2356;_Z;2017;SOC_CONST;6.0;A;7958;_Z
A;2356;_Z;2017;SOC_CONST;4.0;A;8032;_Z
A;2356;_Z;2017;SOC_CONST;4.0;A;8080;_Z
A;2356;_Z;2017;SOC_CONST;13.0;A;8256;_Z
A;2356;_Z;2017;SOC_CONST;13.0;A;8094;_Z
A;2356;_Z;2017;SOC_CONST;8.0;A;303236;_Z
A;2356;_Z;2017;SOC_CONST;8.0;A;8165;_Z
A;2356;_Z;2017;SOC_CONST;4.0;A;8346;_Z
A;2356;_Z;2017;SOC_CONST;4.0;A;8255;_Z
A;2356;_Z;2017;SOC_CONST;8.0;A;8451;_Z
A;2356;_Z;2017;SOC_CONST;1.0;A;8303;_Z
A;2356;_Z;2017;SOC_CONST;1.0;A;8345;_Z
