OBS_STATUS;TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
A;ES615;2007;ESTA_MEDI_ABIE_ESTI;10.954301075;A
A;ES616;2020;ESTA_MEDI_ABIE_ESTI;6.242946708;A
A;ES616;2019;ESTA_MEDI_ABIE_ESTI;10.559856631;A
A;ES616;2018;ESTA_MEDI_ABIE_ESTI;10.659318996;A
A;ES616;2017;ESTA_MEDI_ABIE_ESTI;10.733781362;A
A;ES616;2016;ESTA_MEDI_ABIE_ESTI;11.517958225;A
A;ES616;2015;ESTA_MEDI_ABIE_ESTI;9.993100358;A
A;ES616;2014;ESTA_MEDI_ABIE_ESTI;9.487692012;A
A;ES616;2013;ESTA_MEDI_ABIE_ESTI;11.351583034;A
A;ES616;2012;ESTA_MEDI_ABIE_ESTI;11.083813364;A
A;ES616;2011;ESTA_MEDI_ABIE_ESTI;9.735111225;A
A;ES616;2010;ESTA_MEDI_ABIE_ESTI;11.553363201;A
A;ES616;2009;ESTA_MEDI_ABIE_ESTI;11.763511975;A
A;ES616;2008;ESTA_MEDI_ABIE_ESTI;9.846326165;A
A;ES616;2007;ESTA_MEDI_ABIE_ESTI;9.64281234;A
A;ES617;2020;ESTA_MEDI_ABIE_ESTI;24.653710121;A
A;ES617;2019;ESTA_MEDI_ABIE_ESTI;30.301344086;A
A;ES617;2018;ESTA_MEDI_ABIE_ESTI;28.590949821;A
A;ES617;2017;ESTA_MEDI_ABIE_ESTI;29.49516129;A
A;ES617;2016;ESTA_MEDI_ABIE_ESTI;30.574537037;A
A;ES617;2015;ESTA_MEDI_ABIE_ESTI;28.475070404;A
A;ES617;2014;ESTA_MEDI_ABIE_ESTI;27.929569893;A
A;ES617;2013;ESTA_MEDI_ABIE_ESTI;28.415604198;A
A;ES617;2012;ESTA_MEDI_ABIE_ESTI;27.772670252;A
A;ES617;2011;ESTA_MEDI_ABIE_ESTI;27.245014082;A
A;ES617;2010;ESTA_MEDI_ABIE_ESTI;27.455408346;A
A;ES617;2009;ESTA_MEDI_ABIE_ESTI;26.418625192;A
A;ES617;2008;ESTA_MEDI_ABIE_ESTI;25.606071561;A
