OBS_STATUS;PARQUES_TURISMO;TEMPORAL;RESITUR;INDICATOR;OBS_VALUE;FREQ
A;55144;2018;55565;ESTANCIA_MEDIA;2.5544300448372783;A
A;55144;2018;55697;ESTANCIA_MEDIA;1.916783144103047;A
A;55144;2017;55698;ESTANCIA_MEDIA;2.7982049635473705;A
A;55144;2017;55565;ESTANCIA_MEDIA;2.717758901386437;A
A;55144;2017;55697;ESTANCIA_MEDIA;6.676016116982006;A
A;55144;2016;55698;ESTANCIA_MEDIA;2.7633223429706786;A
A;55144;2016;55565;ESTANCIA_MEDIA;2.757267289302186;A
A;55144;2016;55697;ESTANCIA_MEDIA;2.95179122828533;A
A;55144;2015;55698;ESTANCIA_MEDIA;2.872455925669663;A
A;55144;2015;55565;ESTANCIA_MEDIA;2.8731894112180933;A
A;55144;2015;55697;ESTANCIA_MEDIA;2.8436864457746056;A
A;55144;2014;55698;ESTANCIA_MEDIA;2.9517905981413937;A
A;55144;2014;55565;ESTANCIA_MEDIA;2.9300908863603072;A
A;55144;2014;55697;ESTANCIA_MEDIA;5.078749310852894;A
A;55144;2013;55698;ESTANCIA_MEDIA;3.1543480474079035;A
A;55144;2013;55565;ESTANCIA_MEDIA;3.1416137072536263;A
A;55144;2013;55697;ESTANCIA_MEDIA;3.435017082930048;A
A;55145;2020;55698;ESTANCIA_MEDIA;3.203269109187539;A
A;55145;2020;55565;ESTANCIA_MEDIA;3.2020034200733676;A
A;55145;2020;55697;ESTANCIA_MEDIA;3.270356582045406;A
A;55145;2019;55698;ESTANCIA_MEDIA;2.1649939624877943;A
A;55145;2019;55565;ESTANCIA_MEDIA;2.143733701288827;A
A;55145;2019;55697;ESTANCIA_MEDIA;2.250549719650141;A
A;55145;2018;55698;ESTANCIA_MEDIA;2.169580034257179;A
A;55145;2018;55565;ESTANCIA_MEDIA;2.1300574422936607;A
A;55145;2018;55697;ESTANCIA_MEDIA;2.2549937637638706;A
A;55145;2017;55698;ESTANCIA_MEDIA;2.4638738324186513;A
A;55145;2017;55565;ESTANCIA_MEDIA;2.3586774609480363;A
A;55145;2017;55697;ESTANCIA_MEDIA;2.96731704204919;A
A;55145;2016;55698;ESTANCIA_MEDIA;3.1162328526091394;A
A;55145;2016;55565;ESTANCIA_MEDIA;3.109463234002998;A
A;55145;2016;55697;ESTANCIA_MEDIA;3.1710612074529245;A
A;55145;2015;55698;ESTANCIA_MEDIA;3.0675812803230147;A
A;55145;2015;55565;ESTANCIA_MEDIA;3.0076876995095363;A
A;55145;2015;55697;ESTANCIA_MEDIA;5.459719812233977;A
A;55145;2014;55698;ESTANCIA_MEDIA;2.9727385117453546;A
A;55145;2014;55565;ESTANCIA_MEDIA;2.933119301901657;A
A;55145;2014;55697;ESTANCIA_MEDIA;5.622970418635631;A
A;55145;2013;55698;ESTANCIA_MEDIA;2.457121105447883;A
A;55145;2013;55565;ESTANCIA_MEDIA;2.4115052895897313;A
A;55145;2013;55697;ESTANCIA_MEDIA;3.661588724841991;A
A;55146;2020;55698;ESTANCIA_MEDIA;3.0078713651495343;A
A;55146;2020;55565;ESTANCIA_MEDIA;2.93298687141819;A
A;55146;2020;55697;ESTANCIA_MEDIA;4.907600958717762;A
A;55146;2019;55698;ESTANCIA_MEDIA;2.7553986948030764;A
A;55146;2019;55565;ESTANCIA_MEDIA;2.5034652021644015;A
A;55146;2019;55697;ESTANCIA_MEDIA;3.471069205026925;A
A;55146;2018;55698;ESTANCIA_MEDIA;3.0173932919451;A
A;55146;2018;55565;ESTANCIA_MEDIA;2.42480276467608;A
A;55146;2018;55697;ESTANCIA_MEDIA;3.947824824632356;A
A;55146;2017;55698;ESTANCIA_MEDIA;2.853576499336111;A
A;55146;2017;55565;ESTANCIA_MEDIA;2.4592385664538985;A
A;55146;2017;55697;ESTANCIA_MEDIA;3.729376842476526;A
A;55146;2016;55698;ESTANCIA_MEDIA;2.76065527887401;A
A;55146;2016;55565;ESTANCIA_MEDIA;2.375327533945329;A
A;55146;2016;55697;ESTANCIA_MEDIA;3.609096497399439;A
A;55146;2015;55698;ESTANCIA_MEDIA;2.799401082309613;A
A;55146;2015;55565;ESTANCIA_MEDIA;2.3013560577616876;A
A;55146;2015;55697;ESTANCIA_MEDIA;3.809041898079353;A
A;55146;2014;55698;ESTANCIA_MEDIA;2.424031756765721;A
A;55146;2014;55565;ESTANCIA_MEDIA;2.253998545876179;A
A;55146;2014;55697;ESTANCIA_MEDIA;2.9756951876007705;A
A;55146;2013;55698;ESTANCIA_MEDIA;2.6707327605830264;A
A;55146;2013;55565;ESTANCIA_MEDIA;2.4881360599026516;A
A;55146;2013;55697;ESTANCIA_MEDIA;3.1434143099587546;A
A;55147;2020;55698;ESTANCIA_MEDIA;5.162730215425908;A
A;55147;2020;55565;ESTANCIA_MEDIA;4.203274954981243;A
A;55147;2020;55697;ESTANCIA_MEDIA;10.579885629193809;A
A;55147;2019;55698;ESTANCIA_MEDIA;4.401222816813109;A
A;55147;2019;55565;ESTANCIA_MEDIA;2.5208054890845712;A
A;55147;2019;55697;ESTANCIA_MEDIA;5.273499889296826;A
A;55147;2018;55698;ESTANCIA_MEDIA;5.269219313964407;A
A;55147;2018;55565;ESTANCIA_MEDIA;2.5499897395126716;A
A;55147;2018;55697;ESTANCIA_MEDIA;6.040484058102967;A
A;55147;2017;55698;ESTANCIA_MEDIA;4.5854198005282845;A
A;55147;2017;55565;ESTANCIA_MEDIA;2.2933231893638464;A
A;55147;2017;55697;ESTANCIA_MEDIA;5.175046563062055;A
A;55147;2016;55698;ESTANCIA_MEDIA;4.226889720074441;A
A;55147;2016;55565;ESTANCIA_MEDIA;2.6940796336563175;A
A;55147;2016;55697;ESTANCIA_MEDIA;4.707271037725961;A
A;55147;2015;55698;ESTANCIA_MEDIA;6.317347469991072;A
A;55147;2015;55565;ESTANCIA_MEDIA;4.044180951411139;A
A;55147;2015;55697;ESTANCIA_MEDIA;6.66861475784356;A
A;55147;2014;55698;ESTANCIA_MEDIA;5.981794301702462;A
A;55147;2014;55565;ESTANCIA_MEDIA;6.982705290269745;A
A;55147;2014;55697;ESTANCIA_MEDIA;5.831263627722928;A
A;55147;2013;55698;ESTANCIA_MEDIA;7.975827245457151;A
A;55147;2013;55565;ESTANCIA_MEDIA;6.011955884983303;A
A;55147;2013;55697;ESTANCIA_MEDIA;8.35100023384427;A
A;55148;2020;55698;ESTANCIA_MEDIA;2.2460557701410684;A
A;55148;2020;55565;ESTANCIA_MEDIA;2.241781749094291;A
A;55148;2020;55697;ESTANCIA_MEDIA;2.291264536083709;A
A;55148;2019;55698;ESTANCIA_MEDIA;2.9841952729669576;A
A;55148;2019;55565;ESTANCIA_MEDIA;2.544499099605989;A
A;55148;2019;55697;ESTANCIA_MEDIA;4.075182863714288;A
A;55148;2018;55698;ESTANCIA_MEDIA;2.595936773951624;A
A;55148;2018;55565;ESTANCIA_MEDIA;2.39005581424342;A
A;55148;2018;55697;ESTANCIA_MEDIA;3.0675872464338436;A
A;55148;2017;55698;ESTANCIA_MEDIA;1.963222671519601;A
A;55148;2017;55565;ESTANCIA_MEDIA;2.009946102312119;A
A;55148;2017;55697;ESTANCIA_MEDIA;1.869508318959045;A
A;55148;2016;55698;ESTANCIA_MEDIA;2.260885253081382;A
A;55148;2016;55565;ESTANCIA_MEDIA;2.181015499958302;A
A;55148;2016;55697;ESTANCIA_MEDIA;2.4718192077635477;A
A;55148;2015;55698;ESTANCIA_MEDIA;2.089066874181803;A
A;55148;2015;55565;ESTANCIA_MEDIA;1.956082863895436;A
A;55148;2015;55697;ESTANCIA_MEDIA;2.4915397727212953;A
A;55148;2014;55698;ESTANCIA_MEDIA;2.215822945810931;A
A;55148;2014;55565;ESTANCIA_MEDIA;2.0377082278989804;A
A;55148;2014;55697;ESTANCIA_MEDIA;2.8132505297948014;A
A;55148;2013;55698;ESTANCIA_MEDIA;2.4903431973682726;A
A;55148;2013;55565;ESTANCIA_MEDIA;2.254510795720394;A
A;55148;2013;55697;ESTANCIA_MEDIA;3.6166013573932396;A
A;55149;2016;55698;ESTANCIA_MEDIA;2.6854309368152998;A
A;55149;2016;55565;ESTANCIA_MEDIA;2.69712724107835;A
A;55149;2016;55697;ESTANCIA_MEDIA;2.5121213200119543;A
P;55537;2021;55698;ESTANCIA_MEDIA;3.9526187196292195;A
P;55537;2021;55565;ESTANCIA_MEDIA;3.6270958080131455;A
P;55537;2021;55697;ESTANCIA_MEDIA;7.027915691552867;A
P;55541;2021;55698;ESTANCIA_MEDIA;5.343252377059272;A
P;55541;2021;55565;ESTANCIA_MEDIA;4.000861933212023;A
P;55541;2021;55697;ESTANCIA_MEDIA;7.17716165580646;A
P;55125;2021;55698;ESTANCIA_MEDIA;2.984666707061508;A
P;55125;2021;55565;ESTANCIA_MEDIA;2.8806877960292256;A
P;55125;2021;55697;ESTANCIA_MEDIA;3.9173288614839525;A
P;55130;2021;55698;ESTANCIA_MEDIA;3.1670192888427304;A
P;55130;2021;55565;ESTANCIA_MEDIA;3.1157253266483806;A
P;55130;2021;55697;ESTANCIA_MEDIA;3.3712548002113727;A
P;55136;2021;55698;ESTANCIA_MEDIA;2.850309667334689;A
P;55136;2021;55565;ESTANCIA_MEDIA;2.8007044781480754;A
P;55136;2021;55697;ESTANCIA_MEDIA;3.441443475557974;A
P;55142;2021;55698;ESTANCIA_MEDIA;2.889107530244741;A
P;55142;2021;55565;ESTANCIA_MEDIA;2.8169425253049982;A
P;55142;2021;55697;ESTANCIA_MEDIA;4.066718726440944;A
P;55144;2021;55698;ESTANCIA_MEDIA;3.0900086697357105;A
P;55144;2021;55565;ESTANCIA_MEDIA;3.08993680976097;A
P;55144;2021;55697;ESTANCIA_MEDIA;3.1100038920621005;A
P;55145;2021;55698;ESTANCIA_MEDIA;3.1012086056408226;A
P;55145;2021;55565;ESTANCIA_MEDIA;3.073133853545843;A
P;55145;2021;55697;ESTANCIA_MEDIA;4.495544644014316;A
P;55146;2021;55698;ESTANCIA_MEDIA;3.4002775828118614;A
P;55146;2021;55565;ESTANCIA_MEDIA;3.3466541801337297;A
P;55146;2021;55697;ESTANCIA_MEDIA;3.919531399145095;A
P;55147;2021;55698;ESTANCIA_MEDIA;5.0373703617958165;A
P;55147;2021;55565;ESTANCIA_MEDIA;4.019443184206239;A
P;55147;2021;55697;ESTANCIA_MEDIA;7.074943717219185;A
P;55148;2021;55698;ESTANCIA_MEDIA;2.130643006558214;A
P;55148;2021;55565;ESTANCIA_MEDIA;2.0927853759525514;A
P;55148;2021;55697;ESTANCIA_MEDIA;2.358111520697519;A
